Sample_ID,Cover_ID,Substrate_Name,Calculated_S1,Calculated_S2,Calculated_S3,Calculated_S4,New_Average
10315097,61431,Nutrient Indicator Algae,0,0,0,0,0
10315098,47076,Hard Coral,25,17.5,20,20,20.625
10315098,61434,Nutrient Indicator Algae,0,0,0,0,0
10315099,47077,Hard Coral,27.5,12.5,20,32.5,23.125
10315099,61435,Nutrient Indicator Algae,0,0,0,0,0
10315100,47080,Hard Coral,32.5,27.5,15,30,26.25
10315100,61438,Nutrient Indicator Algae,0,0,0,0,0
10315101,47081,Hard Coral,10,20,20,7.5,14.375
10315101,61439,Nutrient Indicator Algae,0,0,0,0,0
10315102,47079,Hard Coral,17.5,20,32.5,35,26.25
10315102,61437,Nutrient Indicator Algae,2.5,2.5,2.5,2.5,2.5
10315103,47078,Hard Coral,35,27.5,17.5,10,22.5
10315103,61436,Nutrient Indicator Algae,0,0,0,0,0
10315104,47082,Hard Coral,5,5,10,2.5,5.625
10315104,61440,Nutrient Indicator Algae,0,0,0,0,0
10315105,47083,Hard Coral,0,0,0,0,0
10315105,61441,Nutrient Indicator Algae,0,0,0,2.5,0.625
10315106,47085,Hard Coral,15,22.5,7.5,12.5,14.375
10315106,61443,Nutrient Indicator Algae,0,0,0,0,0
10315107,47084,Hard Coral,5,2.5,0,0,1.875
10315107,61442,Nutrient Indicator Algae,17.5,32.5,2.5,15,16.875
10315108,47086,Hard Coral,0,2.5,0,0,0.625
10315108,61444,Nutrient Indicator Algae,0,0,0,0,0
10315109,47093,Hard Coral,17.5,22.5,27.5,12.5,20
10315109,61451,Nutrient Indicator Algae,2.5,0,2.5,0,1.25
10315110,47088,Hard Coral,22.5,32.5,37.5,47.5,35
10315110,61447,Nutrient Indicator Algae,0,0,0,0,0
10315111,47092,Hard Coral,2.5,2.5,7.5,12.5,6.25
10315111,61449,Nutrient Indicator Algae,0,0,0,0,0
10315112,47089,Hard Coral,35,15,12.5,10,18.125
10315112,61446,Nutrient Indicator Algae,0,0,0,5,1.25
10315113,47087,Hard Coral,2.5,7.5,0,17.5,6.875
10315113,61445,Nutrient Indicator Algae,0,0,0,0,0
10315114,47094,Hard Coral,0,5,2.5,15,5.625
10315114,61452,Nutrient Indicator Algae,25,40,45,25,33.75
10315115,47091,Hard Coral,5,2.5,0,0,1.875
10315115,61450,Nutrient Indicator Algae,0,0,2.5,5,1.875
10315116,47090,Hard Coral,2.5,10,7.5,0,5
10315116,61448,Nutrient Indicator Algae,0,0,0,0,0
10315117,47095,Hard Coral,20,15,27.5,7.5,17.5
10315117,61453,Nutrient Indicator Algae,0,0,0,0,0
10315118,47097,Hard Coral,22.5,20,20,27.5,22.5
10315118,61455,Nutrient Indicator Algae,0,0,0,0,0
10315119,47099,Hard Coral,30,30,35,22.5,29.375
10315119,61457,Nutrient Indicator Algae,7.5,12.5,0,2.5,5.625
10315120,47098,Hard Coral,45,27.5,17.5,37.5,31.875
10315120,61456,Nutrient Indicator Algae,0,0,0,0,0
10315121,47096,Hard Coral,52.5,42.5,45,30,42.5
10315121,61454,Nutrient Indicator Algae,0,0,0,0,0
10315122,47100,Hard Coral,35,27.5,12.5,20,23.75
10315122,61458,Nutrient Indicator Algae,0,0,0,0,0
10315123,47101,Hard Coral,40,30,40,25,33.75
10315123,61459,Nutrient Indicator Algae,0,0,0,0,0
10315124,47103,Hard Coral,52.5,40,37.5,50,45
10315124,61462,Nutrient Indicator Algae,0,2.5,5,2.5,2.5
10315125,47102,Hard Coral,32.5,30,22.5,17.5,25.625
10315125,61460,Nutrient Indicator Algae,0,0,0,0,0
10315126,47104,Hard Coral,47.5,37.5,22.5,30,34.375
10315126,61461,Nutrient Indicator Algae,10,2.5,2.5,5,5
10315127,47107,Hard Coral,27.5,22.5,20,17.5,21.875
10315127,61465,Nutrient Indicator Algae,0,5,7.5,5,4.375
10315128,47108,Hard Coral,22.5,42.5,30,7.5,25.625
10315128,61466,Nutrient Indicator Algae,0,7.5,5,0,3.125
10315129,47109,Hard Coral,17.5,27.5,12.5,22.5,20
10315129,61467,Nutrient Indicator Algae,0,0,0,0,0
10315130,47105,Hard Coral,32.5,10,12.5,37.5,23.125
10315130,61463,Nutrient Indicator Algae,0,0,0,0,0
10315131,47106,Hard Coral,37.5,17.5,27.5,17.5,25
10315131,61464,Nutrient Indicator Algae,0,0,0,0,0
10315132,47111,Hard Coral,42.5,37.5,35,40,38.75
10315132,61468,Nutrient Indicator Algae,2.5,12.5,2.5,2.5,5
10315133,47110,Hard Coral,45,67.5,85,50,61.875
10315133,61469,Nutrient Indicator Algae,17.5,5,5,0,6.875
10315134,47112,Hard Coral,32.5,65,67.5,60,56.25
10315134,61470,Nutrient Indicator Algae,0,0,0,0,0
10315135,47113,Hard Coral,82.5,67.5,57.5,60,66.875
10315135,61471,Nutrient Indicator Algae,7.5,12.5,32.5,37.5,22.5
10315136,47115,Hard Coral,57.5,67.5,40,45,52.5
10315136,61473,Nutrient Indicator Algae,5,10,35,30,20
10315137,47114,Hard Coral,55,50,32.5,57.5,48.75
10315137,61472,Nutrient Indicator Algae,2.5,2.5,7.5,7.5,5
10315139,47116,Hard Coral,22.5,20,35,17.5,23.75
10315139,61474,Nutrient Indicator Algae,7.5,5,0,2.5,3.75
10315140,47117,Hard Coral,70,47.5,80,57.5,63.75
10315140,61475,Nutrient Indicator Algae,5,2.5,5,0,3.125
10315141,47118,Hard Coral,5,15,47.5,82.5,37.5
10315141,61476,Nutrient Indicator Algae,2.5,0,0,0,0.625
10315142,47119,Hard Coral,72.5,60,57.5,32.5,55.625
10315142,61477,Nutrient Indicator Algae,5,0,0,0,1.25
10315143,47120,Hard Coral,47.5,57.5,50,32.5,46.875
10315143,61478,Nutrient Indicator Algae,2.5,0,2.5,0,1.25
10315144,47121,Hard Coral,15,15,5,15,12.5
10315144,61479,Nutrient Indicator Algae,2.5,2.5,0,0,1.25
10315145,47122,Hard Coral,12.5,10,10,35,16.875
10315145,61481,Nutrient Indicator Algae,0,0,0,0,0
10315146,47123,Hard Coral,55,52.5,47.5,37.5,48.125
10315146,61480,Nutrient Indicator Algae,0,0,0,0,0
10315147,47124,Hard Coral,60,60,77.5,75,68.125
10315147,61482,Nutrient Indicator Algae,0,0,5,0,1.25
10315148,47125,Hard Coral,17.5,20,15,27.5,20
10315148,61483,Nutrient Indicator Algae,0,0,0,0,0
10315149,47128,Hard Coral,55,27.5,,,41.25
10315149,61486,Nutrient Indicator Algae,0,0,,,0
10315150,47126,Hard Coral,100,100,100,100,100
10315150,61485,Fleshy Seaweed,0,0,0,0,0
10315151,47129,Hard Coral,30,52.5,45,57.5,46.25
10315151,61487,Nutrient Indicator Algae,0,0,0,0,0
10315152,47127,Hard Coral,62.5,60,65,52.5,60
10315152,61484,Fleshy Seaweed,0,0,0,0,0
10315153,47134,Hard Coral,7.5,5,25,17.5,13.75
10315153,61490,Nutrient Indicator Algae,0,0,0,0,0
10315154,47132,Hard Coral,7.5,5,25,17.5,13.75
10315154,61491,Nutrient Indicator Algae,0,0,0,0,0
10315155,47130,Hard Coral,70,75,75,40,65
10315155,61488,Fleshy Seaweed,0,0,0,0,0
10315156,47133,Hard Coral,27.5,0,0,45,18.125
10315156,61492,Fleshy Seaweed,2.5,0,0,0,0.625
10315157,47131,Hard Coral,60,55,57.5,30,50.625
10315157,61489,Nutrient Indicator Algae,0,0,0,0,0
10315158,53846,Hard Coral,30,32.5,20,40,30.625
10315158,68204,Nutrient Indicator Algae,0,0,5,0,1.25
10315159,47136,Hard Coral,47.5,22.5,32.5,27.5,32.5
10315159,61494,Nutrient Indicator Algae,0,7.5,12.5,0,5
10315160,47135,Hard Coral,45,45,,52.5,47.5
10315160,61493,Nutrient Indicator Algae,0,0,,0,0
10315161,47137,Hard Coral,35,70,55,77.5,59.375
10315161,61495,Nutrient Indicator Algae,0,0,0,0,0
10315162,47138,Hard Coral,37.5,17.5,32.5,17.5,26.25
10315162,61496,Nutrient Indicator Algae,0,0,0,0,0
10315163,47140,Hard Coral,47.5,30,50,5,33.125
10315163,61497,Nutrient Indicator Algae,0,0,0,0,0
10315164,47139,Hard Coral,40,50,35,32.5,39.375
10315164,61498,Nutrient Indicator Algae,0,0,0,0,0
10315165,47142,Hard Coral,67.5,57.5,67.5,80,68.125
10315165,61500,Nutrient Indicator Algae,0,0,0,0,0
10315166,47141,Hard Coral,57.5,60,50,75,60.625
10315166,61499,Nutrient Indicator Algae,0,0,0,0,0
10315167,47143,Hard Coral,20,27.5,30,72.5,37.5
10315167,61501,Nutrient Indicator Algae,0,0,0,0,0
10315170,47144,Hard Coral,12.5,17.5,22.5,45,24.375
10315170,61502,Nutrient Indicator Algae,0,0,0,0,0
10315171,47145,Hard Coral,12.5,27.5,17.5,25,20.625
10315171,61503,Nutrient Indicator Algae,0,0,0,0,0
10315172,47146,Hard Coral,40,25,17.5,15,24.375
10315172,61504,Nutrient Indicator Algae,2.5,5,0,10,4.375
10315174,47149,Hard Coral,50,35,42.5,35,40.625
10315174,61506,Nutrient Indicator Algae,0,0,0,0,0
10315175,47147,Hard Coral,52.5,,,62.5,57.5
10315175,61505,Nutrient Indicator Algae,0,,,0,0
10315176,47150,Hard Coral,20,87.5,97.5,67.5,68.125
10315176,61507,Nutrient Indicator Algae,0,0,2.5,2.5,1.25
10315177,47148,Hard Coral,47.5,47.5,80,85,65
10315177,61508,Nutrient Indicator Algae,2.5,5,0,0,1.875
10315178,47153,Hard Coral,60,60,35,30,46.25
10315178,61511,Nutrient Indicator Algae,0,0,0,0,0
10315179,47155,Hard Coral,20,12.5,7.5,7.5,11.875
10315179,61513,Nutrient Indicator Algae,0,0,0,0,0
10315180,47151,Hard Coral,,20,20,7.5,15.83333333
10315180,61509,Nutrient Indicator Algae,,0,0,0,0
10315181,47156,Hard Coral,27.5,15,5,2.5,12.5
10315181,61514,Nutrient Indicator Algae,0,0,0,0,0
10315182,47154,Hard Coral,50,45,35,37.5,41.875
10315182,61512,Nutrient Indicator Algae,0,0,0,0,0
10315183,47152,Hard Coral,57.5,12.5,7.5,15,23.125
10315183,61510,Nutrient Indicator Algae,0,0,0,0,0
10315184,47157,Hard Coral,25,10,45,35,28.75
10315184,61515,Nutrient Indicator Algae,0,0,0,0,0
10315185,47158,Hard Coral,87.5,65,82.5,72.5,76.875
10315185,61516,Nutrient Indicator Algae,0,0,0,0,0
10315186,47159,Hard Coral,47.5,95,100,55,74.375
10315186,61517,Nutrient Indicator Algae,0,0,0,0,0
10315188,47160,Hard Coral,57.5,82.5,50,50,60
10315188,61518,Nutrient Indicator Algae,0,2.5,5,7.5,3.75
10315189,47161,Hard Coral,52.5,62.5,52.5,67.5,58.75
10315189,61520,Nutrient Indicator Algae,0,20,5,2.5,6.875
10315190,47162,Hard Coral,85,62.5,40,55,60.625
10315190,61519,Nutrient Indicator Algae,0,0,0,0,0
10315191,47163,Hard Coral,47.5,42.5,35,42.5,41.875
10315191,61521,Nutrient Indicator Algae,0,0,0,0,0
10315192,47166,Hard Coral,55,40,65,77.5,59.375
10315192,61525,Nutrient Indicator Algae,0,0,0,0,0
10315193,47165,Hard Coral,77.5,22.5,27.5,57.5,46.25
10315193,61523,Nutrient Indicator Algae,0,0,0,0,0
10315195,47167,Hard Coral,87.5,87.5,70,52.5,74.375
10315195,61524,Nutrient Indicator Algae,5,0,0,0,1.25
10315196,47164,Hard Coral,57.5,82.5,77.5,92.5,77.5
10315196,61522,Nutrient Indicator Algae,7.5,15,20,0,10.625
10315197,47169,Hard Coral,,35,47.5,45,42.5
10315197,61527,Nutrient Indicator Algae,,0,0,0,0
10315198,47168,Hard Coral,7.5,10,27.5,20,16.25
10315198,61526,Nutrient Indicator Algae,0,0,7.5,0,1.875
10315199,47172,Hard Coral,0,0,2.5,0,0.625
10315199,61530,Nutrient Indicator Algae,0,0,0,0,0
10315200,47171,Hard Coral,,7.5,35,30,24.16666667
10315200,61528,Nutrient Indicator Algae,,0,0,0,0
10315201,47170,Hard Coral,30,15,32.5,47.5,31.25
10315201,61529,Nutrient Indicator Algae,0,0,0,0,0
10315202,47173,Hard Coral,25,52.5,40,60,44.375
10315202,61531,Nutrient Indicator Algae,0,0,0,0,0
10315203,47175,Hard Coral,17.5,12.5,17.5,42.5,22.5
10315203,61532,Nutrient Indicator Algae,0,0,0,0,0
10315204,47176,Hard Coral,10,15,22.5,55,25.625
10315204,61534,Nutrient Indicator Algae,0,0,0,0,0
10315205,47174,Hard Coral,42.5,45,27.5,47.5,40.625
10315205,61533,Nutrient Indicator Algae,0,0,0,0,0
10315206,47178,Hard Coral,35,65,50,67.5,54.375
10315206,61535,Nutrient Indicator Algae,35,12.5,0,0,11.875
10315207,47177,Hard Coral,15,75,50,10,37.5
10315207,61536,Nutrient Indicator Algae,0,0,0,0,0
10315208,47179,Hard Coral,40,55,35,42.5,43.125
10315208,61537,Nutrient Indicator Algae,0,0,0,0,0
10315209,47180,Hard Coral,45,57.5,,67.5,56.66666667
10315209,61538,Nutrient Indicator Algae,0,0,,0,0
10315210,47182,Hard Coral,27.5,27.5,10,37.5,25.625
10315210,61541,Nutrient Indicator Algae,2.5,2.5,2.5,0,1.875
10315211,47181,Hard Coral,57.5,27.5,80,47.5,53.125
10315211,61539,Nutrient Indicator Algae,0,0,0,0,0
10315212,47183,Hard Coral,60,27.5,75,75,59.375
10315212,61540,Nutrient Indicator Algae,0,0,0,0,0
10315213,47184,Hard Coral,77.5,30,15,20,35.625
10315213,61542,Nutrient Indicator Algae,0,0,0,0,0
10315214,47185,Hard Coral,5,0,0,0,1.25
10315214,61543,Nutrient Indicator Algae,0,0,0,0,0
10315215,47186,Hard Coral,0,7.5,0,7.5,3.75
10315215,61544,Nutrient Indicator Algae,0,0,2.5,2.5,1.25
10315216,47187,Hard Coral,30,32.5,55,50,41.875
10315216,61545,Nutrient Indicator Algae,0,0,0,0,0
10315217,47189,Hard Coral,,,42.5,,42.5
10315217,61547,Nutrient Indicator Algae,,,0,,0
10315218,47188,Hard Coral,20,12.5,12.5,7.5,13.125
10315218,61546,Nutrient Indicator Algae,0,0,0,0,0
10315219,47190,Hard Coral,32.5,42.5,25,17.5,29.375
10315219,61548,Nutrient Indicator Algae,0,0,32.5,27.5,15
10315220,47191,Hard Coral,27.5,30,12.5,12.5,20.625
10315220,61549,Nutrient Indicator Algae,0,12.5,25,7.5,11.25
10315221,47192,Hard Coral,35,32.5,42.5,45,38.75
10315221,61550,Nutrient Indicator Algae,0,0,0,0,0
10315222,47193,Hard Coral,27.5,10,15,42.5,23.75
10315222,61551,Fleshy Seaweed,2.5,7.5,17.5,20,11.875
10315223,47194,Hard Coral,2.5,0,0,0,0.625
10315223,61552,Nutrient Indicator Algae,75,75,75,52.5,69.375
10315224,47195,Hard Coral,100,90,75,90,88.75
10315224,61553,Nutrient Indicator Algae,0,0,0,0,0
10315225,47196,Hard Coral,0,0,0,5,1.25
10315225,61554,Nutrient Indicator Algae,2.5,0,0,0,0.625
10315226,47197,Hard Coral,0,0,2.5,0,0.625
10315226,61555,Fleshy Seaweed,75,80,42.5,55,63.125
10315227,47198,Hard Coral,2.5,2.5,2.5,5,3.125
10315227,61556,Nutrient Indicator Algae,0,0,0,0,0
10315228,47199,Hard Coral,0,2.5,0,0,0.625
10315228,61557,Fleshy Seaweed,80,87.5,40,75,70.625
10315229,47200,Hard Coral,0,7.5,0,2.5,2.5
10315229,61559,Nutrient Indicator Algae,7.5,5,0,5,4.375
10315230,47201,Hard Coral,5,10,10,27.5,13.125
10315230,61558,Nutrient Indicator Algae,17.5,2.5,25,20,16.25
10315231,47204,Hard Coral,2.5,7.5,0,7.5,4.375
10315231,61562,Nutrient Indicator Algae,50,50,32.5,45,44.375
10315232,47202,Hard Coral,2.5,0,7.5,10,5
10315232,61560,Nutrient Indicator Algae,40,75,0,0,28.75
10315233,47203,Hard Coral,2.5,0,0,5,1.875
10315233,61561,Nutrient Indicator Algae,40,40,40,27.5,36.875
10315234,47205,Hard Coral,0,0,0,0,0
10315234,61563,Nutrient Indicator Algae,45,52.5,30,37.5,41.25
10315235,47208,Hard Coral,0,2.5,0,0,0.625
10315235,61565,Fleshy Seaweed,12.5,32.5,5,10,15
10315236,47207,Hard Coral,0,5,5,0,2.5
10315236,61566,Fleshy Seaweed,20,22.5,40,27.5,27.5
10315237,47206,Hard Coral,5,5,10,0,5
10315237,61564,Nutrient Indicator Algae,2.5,0,0,0,0.625
10315238,47209,Hard Coral,0,2.5,0,5,1.875
10315238,61567,Fleshy Seaweed,37.5,22.5,10,10,20
10315239,47210,Hard Coral,15,10,17.5,10,13.125
10315239,61569,Fleshy Seaweed,2.5,0,0,0,0.625
10315240,47211,Hard Coral,27.5,7.5,15,5,13.75
10315240,61568,Fleshy Seaweed,0,0,0,0,0
10315241,47212,Hard Coral,32.5,7.5,15,15,17.5
10315241,61570,Nutrient Indicator Algae,0,0,0,0,0
10315242,47213,Hard Coral,2.5,2.5,0,0,1.25
10315242,61571,Nutrient Indicator Algae,17.5,25,37.5,30,27.5
10315244,47214,Hard Coral,37.5,0,0,0,9.375
10315244,61572,Fleshy Seaweed,25,40,57.5,50,43.125
10315245,47215,Hard Coral,77.5,92.5,97.5,95,90.625
10315245,61573,Nutrient Indicator Algae,0,0,0,0,0
10315246,47216,Hard Coral,12.5,7.5,15,2.5,9.375
10315246,61574,Nutrient Indicator Algae,27.5,5,22.5,32.5,21.875
10315247,47217,Hard Coral,15,12.5,17.5,40,21.25
10315247,61575,Fleshy Seaweed,15,15,25,7.5,15.625
10315248,47218,Hard Coral,0,2.5,10,12.5,6.25
10315248,61576,Nutrient Indicator Algae,0,0,0,0,0
10315249,47220,Hard Coral,12.5,7.5,25,32.5,19.375
10315249,61578,Nutrient Indicator Algae,0,0,0,0,0
10315250,47219,Hard Coral,22.5,17.5,15,17.5,18.125
10315250,61577,Fleshy Seaweed,7.5,10,40,12.5,17.5
10315251,47221,Hard Coral,35,35,22.5,27.5,30
10315251,61579,Nutrient Indicator Algae,0,0,0,0,0
10315252,47222,Hard Coral,0,0,10,20,7.5
10315252,61580,Nutrient Indicator Algae,25,20,10,5,15
10315253,47224,Hard Coral,32.5,47.5,27.5,35,35.625
10315253,61581,Nutrient Indicator Algae,0,0,0,0,0
10315254,47223,Hard Coral,10,12.5,10,2.5,8.75
10315254,61582,Fleshy Seaweed,0,0,0,0,0
10315255,47225,Hard Coral,22.5,7.5,22.5,17.5,17.5
10315255,61583,Nutrient Indicator Algae,0,0,0,0,0
10315256,47227,Hard Coral,12.5,7.5,15,20,13.75
10315256,61584,Nutrient Indicator Algae,5,10,7.5,5,6.875
10315257,47226,Hard Coral,15,5,5,10,8.75
10315257,61585,Nutrient Indicator Algae,5,5,10,2.5,5.625
10315258,47228,Hard Coral,55,72.5,70,52.5,62.5
10315258,61586,Nutrient Indicator Algae,15,17.5,7.5,12.5,13.125
10315259,47229,Hard Coral,10,22.5,30,25,21.875
10315259,61587,Nutrient Indicator Algae,15,20,25,22.5,20.625
10315260,47230,Hard Coral,10,5,57.5,40,28.125
10315260,61588,Nutrient Indicator Algae,55,40,2.5,2.5,25
10315261,47231,Hard Coral,20,5,20,5,12.5
10315261,61589,Nutrient Indicator Algae,0,5,2.5,0,1.875
10315262,47232,Hard Coral,5,35,17.5,10,16.875
10315262,61590,Nutrient Indicator Algae,0,0,0,0,0
10315263,47234,Hard Coral,2.5,25,,,13.75
10315263,61591,Nutrient Indicator Algae,0,20,,,10
10315264,47233,Hard Coral,15,7.5,15,7.5,11.25
10315264,61592,Nutrient Indicator Algae,30,65,30,37.5,40.625
10315265,47235,Hard Coral,22.5,17.5,2.5,2.5,11.25
10315265,61593,Fleshy Seaweed,5,17.5,0,7.5,7.5
10315266,47236,Hard Coral,15,5,10,2.5,8.125
10315266,61594,Nutrient Indicator Algae,0,5,5,0,2.5
10315267,47237,Hard Coral,20,17.5,,,18.75
10315267,61595,Nutrient Indicator Algae,0,0,,,0
10315268,47238,Hard Coral,37.5,10,25,17.5,22.5
10315268,61596,Nutrient Indicator Algae,0,0,10,15,6.25
10315269,47239,Hard Coral,25,17.5,22.5,17.5,20.625
10315269,61597,Nutrient Indicator Algae,0,0,0,10,2.5
10315270,47240,Hard Coral,17.5,5,17.5,10,12.5
10315270,61598,Nutrient Indicator Algae,2.5,5,15,0,5.625
10315271,47241,Hard Coral,7.5,12.5,0,2.5,5.625
10315271,61599,Nutrient Indicator Algae,0,0,0,0,0
10315272,47242,Hard Coral,10,0,15,20,11.25
10315272,61600,Nutrient Indicator Algae,2.5,0,0,10,3.125
10315273,47243,Hard Coral,10,15,10,,11.66666667
10315273,61601,Nutrient Indicator Algae,0,17.5,12.5,,10
10315274,47244,Hard Coral,2.5,7.5,0,0,2.5
10315274,61602,Nutrient Indicator Algae,0,15,32.5,32.5,20
10315275,47245,Hard Coral,45,45,42.5,35,41.875
10315275,61603,Nutrient Indicator Algae,0,0,2.5,10,3.125
10315276,47246,Hard Coral,57.5,42.5,50,52.5,50.625
10315276,61604,Fleshy Seaweed,0,0,0,0,0
10315277,47247,Hard Coral,0,2.5,,,1.25
10315277,61605,Nutrient Indicator Algae,0,5,,,2.5
10315278,47248,Hard Coral,17.5,30,22.5,50,30
10315278,61607,Nutrient Indicator Algae,2.5,7.5,10,15,8.75
10315279,47249,Hard Coral,20,22.5,20,20,20.625
10315279,61606,Nutrient Indicator Algae,0,5,5,2.5,3.125
10315280,47250,Hard Coral,0,2.5,5,2.5,2.5
10315280,61608,Nutrient Indicator Algae,20,12.5,15,12.5,15
10315281,47251,Hard Coral,20,5,10,22.5,14.375
10315281,61609,Nutrient Indicator Algae,7.5,30,12.5,0,12.5
10315282,47253,Hard Coral,17.5,7.5,15,27.5,16.875
10315282,61611,Nutrient Indicator Algae,7.5,17.5,7.5,5,9.375
10315283,47252,Hard Coral,30,20,25,25,25
10315283,61610,Nutrient Indicator Algae,2.5,5,5,2.5,3.75
10315284,47254,Hard Coral,45,22.5,35,27.5,32.5
10315284,61612,Nutrient Indicator Algae,2.5,10,0,2.5,3.75
10315285,47255,Hard Coral,15,7.5,5,12.5,10
10315285,61613,Nutrient Indicator Algae,2.5,0,15,10,6.875
10315286,47256,Hard Coral,7.5,5,20,27.5,15
10315286,61615,Nutrient Indicator Algae,2.5,20,17.5,5,11.25
10315287,47257,Hard Coral,12.5,22.5,27.5,5,16.875
10315287,61614,Nutrient Indicator Algae,10,15,12.5,7.5,11.25
10315288,47258,Hard Coral,35,47.5,37.5,35,38.75
10315288,61616,Nutrient Indicator Algae,0,2.5,0,0,0.625
10315289,47259,Hard Coral,27.5,27.5,27.5,27.5,27.5
10315289,61618,Nutrient Indicator Algae,12.5,10,15,12.5,12.5
10315290,47260,Hard Coral,12.5,10,5,12.5,10
10315290,61617,Nutrient Indicator Algae,12.5,5,2.5,2.5,5.625
10315291,47261,Hard Coral,37.5,12.5,7.5,17.5,18.75
10315291,61619,Nutrient Indicator Algae,0,0,0,0,0
10315292,47263,Hard Coral,5,7.5,7.5,15,8.75
10315292,61621,Nutrient Indicator Algae,0,0,0,0,0
10315293,47262,Hard Coral,30,37.5,20,35,30.625
10315293,61620,Nutrient Indicator Algae,0,0,0,0,0
10315294,47265,Hard Coral,10,12.5,2.5,2.5,6.875
10315294,61623,Nutrient Indicator Algae,0,2.5,7.5,2.5,3.125
10315295,47264,Hard Coral,25,27.5,22.5,32.5,26.875
10315295,61622,Nutrient Indicator Algae,27.5,20,10,5,15.625
10315296,47266,Hard Coral,10,7.5,10,15,10.625
10315296,61624,Nutrient Indicator Algae,40,40,35,37.5,38.125
10315297,47268,Hard Coral,25,25,22.5,2.5,18.75
10315297,61626,Fleshy Seaweed,55,57.5,60,67.5,60
10315298,47267,Hard Coral,2.5,2.5,30,12.5,11.875
10315298,61625,Fleshy Seaweed,27.5,20,67.5,25,35
10315299,47271,Hard Coral,25,25,17.5,,22.5
10315299,61629,Nutrient Indicator Algae,0,0,0,,0
10315300,47269,Hard Coral,20,42.5,55,,39.16666667
10315300,61627,Nutrient Indicator Algae,30,0,0,,10
10315301,47270,Hard Coral,12.5,17.5,20,,16.66666667
10315301,61628,Nutrient Indicator Algae,0,0,0,,0
10315302,47272,Hard Coral,37.5,57.5,47.5,60,50.625
10315302,61630,Nutrient Indicator Algae,0,0,0,0,0
10315303,47274,Hard Coral,65,50,77.5,80,68.125
10315303,61631,Nutrient Indicator Algae,0,0,0,0,0
10315304,47275,Hard Coral,65,67.5,87.5,70,72.5
10315304,61633,Fleshy Seaweed,7.5,7.5,2.5,12.5,7.5
10315305,47276,Hard Coral,75,47.5,70,65,64.375
10315305,61634,Nutrient Indicator Algae,0,0,0,0,0
10315306,47273,Hard Coral,65,57.5,77.5,67.5,66.875
10315306,61632,Nutrient Indicator Algae,0,0,0,0,0
10315307,47278,Hard Coral,75,87.5,60,87.5,77.5
10315307,61637,Fleshy Seaweed,5,2.5,5,2.5,3.75
10315308,47277,Hard Coral,72.5,75,62.5,77.5,71.875
10315308,61635,Nutrient Indicator Algae,0,0,0,0,0
10315309,47279,Hard Coral,75,85,55,72.5,71.875
10315309,61636,Nutrient Indicator Algae,0,0,0,0,0
10315310,47280,Hard Coral,62.5,60,47.5,65,58.75
10315310,61638,Fleshy Seaweed,2.5,0,2.5,12.5,4.375
10315311,47281,Hard Coral,57.5,47.5,65,70,60
10315311,61640,Nutrient Indicator Algae,0,0,0,0,0
10315312,47282,Hard Coral,45,42.5,52.5,52.5,48.125
10315312,61639,Nutrient Indicator Algae,0,0,0,0,0
10315313,47283,Hard Coral,55,52.5,40,50,49.375
10315313,61641,Nutrient Indicator Algae,0,0,0,0,0
10315314,47284,Hard Coral,45,57.5,35,70,51.875
10315314,61642,Fleshy Seaweed,5,0,7.5,2.5,3.75
10315315,47287,Hard Coral,70,65,45,60,60
10315315,61644,Fleshy Seaweed,10,12.5,22.5,15,15
10315316,47288,Hard Coral,47.5,35,45,35,40.625
10315316,61646,Nutrient Indicator Algae,0,0,0,0,0
10315317,47285,Hard Coral,37.5,35,40,62.5,43.75
10315317,61643,Nutrient Indicator Algae,0,0,0,0,0
10315318,47289,Hard Coral,52.5,35,40,52.5,45
10315318,61645,Nutrient Indicator Algae,0,0,0,0,0
10315319,47286,Hard Coral,62.5,47.5,25,47.5,45.625
10315319,61647,Fleshy Seaweed,10,25,25,22.5,20.625
10315320,47290,Hard Coral,62.5,32.5,52.5,45,48.125
10315320,61648,Fleshy Seaweed,12.5,10,10,15,11.875
10315321,47294,Hard Coral,17.5,37.5,22.5,45,30.625
10315321,61652,Nutrient Indicator Algae,0,0,0,0,0
10315322,47292,Hard Coral,22.5,22.5,25,42.5,28.125
10315322,61650,Fleshy Seaweed,10,5,20,12.5,11.875
10315323,47293,Hard Coral,25,35,25,55,35
10315323,61651,Fleshy Seaweed,10,15,2.5,2.5,7.5
10315324,47291,Hard Coral,25,32.5,25,70,38.125
10315324,61649,Nutrient Indicator Algae,0,0,2.5,0,0.625
10315325,47295,Hard Coral,65,65,50,87.5,66.875
10315325,61653,Fleshy Seaweed,0,5,2.5,0,1.875
10315326,47296,Hard Coral,52.5,45,27.5,45,42.5
10315326,61654,Nutrient Indicator Algae,0,0,0,0,0
10315327,47298,Hard Coral,60,65,32.5,55,53.125
10315327,61656,Nutrient Indicator Algae,0,0,0,0,0
10315328,47297,Hard Coral,65,52.5,37.5,45,50
10315328,61655,Nutrient Indicator Algae,0,0,0,0,0
10315329,47301,Hard Coral,47.5,50,62.5,60,55
10315329,61658,Nutrient Indicator Algae,0,0,0,0,0
10315330,47300,Hard Coral,77.5,65,82.5,62.5,71.875
10315330,61659,Nutrient Indicator Algae,0,0,0,0,0
10315331,47299,Hard Coral,65,57.5,60,60,60.625
